indiv	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
W17_S30	SUPER__8	1	93510542	12242910	92569495	98.9936	18.9549	36	55.1
W17_S30	SUPER__9	1	91912741	12020995	90995792	99.0024	18.9137	36	56
W17_S30	SUPER__10	1	84231690	11320591	82930234	98.4549	19.2605	36	53.7
W17_S30	SUPER__11	1	83622935	11126615	82567793	98.7382	19.0801	36	53.9
W17_S30	SUPER__12	1	81635540	10799579	80612603	98.7469	19.1243	36	53.1
W17_S30	SUPER__13	1	72972725	9281410	71471734	97.9431	18.3651	36	51.7
W17_S30	SUPER__14	1	61507012	8049379	59501059	96.7387	18.4068	35.8	50.3
W17_S30	SUPER__15	1	60856427	8081341	60268668	99.0342	19.0839	36	54.9
W17_S30	SUPER__16	1	55580494	7356268	55243289	99.3933	19.0836	36	56.1
W17_S30	SUPER__17	1	54681234	7024351	53314135	97.4999	18.4484	36	54
W17_S30	SUPER__18	1	52719951	6848407	52123160	98.868	18.7513	36	56.1
W17_S30	SUPER__19	1	43711415	5722589	43219136	98.8738	18.8859	36	56.1
W17_S30	SUPER__20	1	28462450	3762458	28093571	98.704	18.9659	36	55.2
W17_S30	SUPER__21	1	25775296	2529848	23332082	90.5211	13.9174	35.9	39
W17_S30	SUPER__22	1	17753772	2309935	17531019	98.7453	18.5147	36	54.4
W17_S30	SUPER__23	1	2327365	307927	2299928	98.8211	18.8973	35.9	55.2
W90_S29	SUPER__1	1	244374582	33485166	240601498	98.456	19.805	35.9	52.2
W90_S29	SUPER__2	1	212563729	30325617	210542095	99.0489	20.5622	35.9	54.9
W90_S29	SUPER__3	1	211792393	30148899	209652702	98.9897	20.5319	35.9	54.4
W90_S29	SUPER__4	1	121730464	9477407	119663213	98.3018	11.0552	35.9	49.5
W90_S29	SUPER__5	1	113776203	15510310	110908423	97.4795	19.6768	35.9	54.1
W90_S29	SUPER__6	1	111457381	16017299	110727206	99.3449	20.8027	36	55.8
W90_S29	SUPER__7	1	98951147	13963193	97357334	98.3893	20.3891	36	55.2
W90_S29	SUPER__8	1	93510542	13247092	92499667	98.919	20.5439	36	55.5
W90_S29	SUPER__9	1	91912741	13046482	91043393	99.0542	20.5607	36	56.1
W90_S29	SUPER__10	1	84231690	11958061	83021552	98.5633	20.4851	36	54.3
W90_S29	SUPER__11	1	83622935	11986975	82605522	98.7833	20.5927	35.9	54.3
W90_S29	SUPER__12	1	81635540	11587377	80585998	98.7144	20.5548	36	53.5
W90_S29	SUPER__13	1	72972725	10203480	71725747	98.2912	20.2301	36	51.3
W90_S29	SUPER__14	1	61507012	8580263	59652964	96.9856	19.655	35.8	50.6
W90_S29	SUPER__15	1	60856427	8783873	60312882	99.1068	20.7745	35.9	54.9
W90_S29	SUPER__16	1	55580494	7966181	55255796	99.4158	20.7053	36	56.3
W90_S29	SUPER__17	1	54681234	7587354	53342627	97.552	19.9529	35.9	53.9
W90_S29	SUPER__18	1	52719951	7452937	52169483	98.9559	20.4357	36	56.2
W90_S29	SUPER__19	1	43711415	6195277	43267080	98.9835	20.4795	35.9	56.2
W90_S29	SUPER__20	1	28462450	4050657	28118502	98.7916	20.4472	35.9	55.2
W90_S29	SUPER__21	1	25775296	2723206	22876386	88.7531	14.9956	35.9	39.8
W90_S29	SUPER__22	1	17753772	2488014	17521820	98.6935	19.9681	35.9	54.5
W90_S29	SUPER__23	1	2327365	334750	2305250	99.0498	20.586	35.8	54.3
W95_S31	SUPER__1	1	244374582	30789513	239620745	98.0547	18.1739	36	52.9
W95_S31	SUPER__2	1	212563729	28293358	210531669	99.044	19.1537	36	54.9
W95_S31	SUPER__3	1	211792393	28096881	209364596	98.8537	19.1009	36	54.5
W95_S31	SUPER__4	1	121730464	8828169	119414232	98.0972	10.28	35.9	49.5
W95_S31	SUPER__5	1	113776203	14413474	110800207	97.3843	18.2588	36	54.1
W95_S31	SUPER__6	1	111457381	14899365	110675060	99.2981	19.3209	36	55.9
W95_S31	SUPER__7	1	98951147	13040351	97319616	98.3512	19.0078	36	55.2
W95_S31	SUPER__8	1	93510542	12420932	92566871	98.9908	19.2286	36	55.4
W95_S31	SUPER__9	1	91912741	12134988	90974576	98.9793	19.0939	36	56.2
W95_S31	SUPER__10	1	84231690	11117928	82960120	98.4904	19.0201	36	54.5
W95_S31	SUPER__11	1	83622935	11216728	82485221	98.6395	19.2439	35.9	54.1
W95_S31	SUPER__12	1	81635540	10882483	80566636	98.6906	19.2756	36	53.3
W95_S31	SUPER__13	1	72972725	9508928	71731530	98.2991	18.8243	36	51.3
W95_S31	SUPER__14	1	61507012	8103243	59401016	96.576	18.5562	35.8	50.5
W95_S31	SUPER__15	1	60856427	8137518	60206595	98.9322	19.2239	36	55.2
W95_S31	SUPER__16	1	55580494	7420854	55258438	99.4206	19.2615	36	56.4
W95_S31	SUPER__17	1	54681234	7007011	53310271	97.4928	18.4075	35.9	54.1
W95_S31	SUPER__18	1	52719951	6932690	52191363	98.9974	18.98	36	56.3
W95_S31	SUPER__19	1	43711415	5763368	43213707	98.8614	19.0207	36	56.2
W95_S31	SUPER__20	1	28462450	3762679	28098911	98.7227	18.9691	35.9	55.2
W95_S31	SUPER__21	1	25775296	2768016	23534843	91.3078	15.2831	35.9	37.3
W95_S31	SUPER__22	1	17753772	2325380	17510478	98.6296	18.6348	35.9	54.5
W95_S31	SUPER__23	1	2327365	305065	2306182	99.0898	18.735	35.8	55.2
